configuration,questionerType,alpha_q,alpha_a,beta,likelihood
16_3_0.5,explicit,16,3,0.5,-154.73652724655696
16_3_0.1,pragmatic,16,3,0.1,-161.3714459181272
16_3_0.1,explicit,16,3,0.1,-154.68463981538065
16_3_1.5,pragmatic,16,3,1.5,-161.54445543042536
16_3_1.5,explicit,16,3,1.5,-154.90029181480406
16_3_2.0,pragmatic,16,3,2.0,-161.5023276791728
16_3_2.0,explicit,16,3,2.0,-154.98501905691055
16_3_2.5,pragmatic,16,3,2.5,-161.2282273451608
16_3_2.5,explicit,16,3,2.5,-155.05945761960578
16_4_0.5,pragmatic,16,4,0.5,-162.1865444568305
16_4_0.5,explicit,16,4,0.5,-154.73652724655696
16_4_0.1,pragmatic,16,4,0.1,-162.11197614984314
16_4_0.1,explicit,16,4,0.1,-154.68463981538065
16_4_1.5,pragmatic,16,4,1.5,-162.50653058118334
16_4_1.5,explicit,16,4,1.5,-154.90029181480406
16_4_2.0,pragmatic,16,4,2.0,-162.75976340505974
16_4_2.0,explicit,16,4,2.0,-154.98501905691055
16_4_2.5,pragmatic,16,4,2.5,-163.07214982917534
16_4_2.5,explicit,16,4,2.5,-155.05945761960578
16_5_0.5,pragmatic,16,5,0.5,-162.33823814387054
16_5_0.5,explicit,16,5,0.5,-154.73652724655696
16_5_0.1,pragmatic,16,5,0.1,-162.28723013505544
16_5_0.1,explicit,16,5,0.1,-154.68463981538065
16_5_1.5,pragmatic,16,5,1.5,-162.5665761939357
16_5_1.5,explicit,16,5,1.5,-154.90029181480406
16_5_2.0,pragmatic,16,5,2.0,-162.762345579525
16_5_2.0,explicit,16,5,2.0,-154.98501905691055
16_5_2.5,pragmatic,16,5,2.5,-163.0427230448879
16_5_2.5,explicit,16,5,2.5,-155.05945761960578
16_6_0.5,pragmatic,16,6,0.5,-162.41323587216903
16_6_0.5,explicit,16,6,0.5,-154.73652724655696
16_6_0.1,pragmatic,16,6,0.1,-162.38066477037074
16_6_0.1,explicit,16,6,0.1,-154.68463981538065
16_6_1.5,pragmatic,16,6,1.5,-162.56147082228338
16_6_1.5,explicit,16,6,1.5,-154.90029181480406
16_6_2.0,pragmatic,16,6,2.0,-162.68536481197884
16_6_2.0,explicit,16,6,2.0,-154.98501905691055
16_6_2.5,pragmatic,16,6,2.5,-162.85375203515474
16_6_2.5,explicit,16,6,2.5,-155.05945761960578
16_7_0.5,pragmatic,16,7,0.5,-162.482774154993
16_7_0.5,explicit,16,7,0.5,-154.73652724655696
16_7_0.1,pragmatic,16,7,0.1,-162.46152508199927
16_7_0.1,explicit,16,7,0.1,-154.68463981538065
16_7_1.5,pragmatic,16,7,1.5,-162.58795082596774
16_7_1.5,explicit,16,7,1.5,-154.90029181480406
16_7_2.0,pragmatic,16,7,2.0,-162.6793964972115
16_7_2.0,explicit,16,7,2.0,-154.98501905691055
16_7_2.5,pragmatic,16,7,2.5,-162.79809226155487
16_7_2.5,explicit,16,7,2.5,-155.05945761960578
17_1_0.5,pragmatic,17,1,0.5,-155.1439635603873
17_1_0.5,explicit,17,1,0.5,-155.42091893748298
17_1_0.1,pragmatic,17,1,0.1,-155.22115555572958
17_1_0.1,explicit,17,1,0.1,-155.37116351883756
17_1_1.5,pragmatic,17,1,1.5,-154.87720105396812
17_1_1.5,explicit,17,1,1.5,-155.57982632917512
17_1_2.0,pragmatic,17,1,2.0,-154.7703911707005
17_1_2.0,explicit,17,1,2.0,-155.6630491128078
17_1_2.5,pragmatic,17,1,2.5,-154.75856366832946
17_1_2.5,explicit,17,1,2.5,-155.73664446766037
17_2_0.5,pragmatic,17,2,0.5,-159.61878821469017
17_2_0.5,explicit,17,2,0.5,-155.42091893748298
17_2_0.1,pragmatic,17,2,0.1,-159.73005350246677
17_2_0.1,explicit,17,2,0.1,-155.37116351883756
17_2_1.5,pragmatic,17,2,1.5,-158.93049466713916
17_2_1.5,explicit,17,2,1.5,-155.57982632917512
17_2_2.0,pragmatic,17,2,2.0,-158.20205276991624
17_2_2.0,explicit,17,2,2.0,-155.6630491128078
17_2_2.5,pragmatic,17,2,2.5,-157.16334223245835
17_2_2.5,explicit,17,2,2.5,-155.73664446766037
17_3_0.5,pragmatic,17,3,0.5,-162.38877427219776
17_3_0.5,explicit,17,3,0.5,-155.42091893748298
17_3_0.1,pragmatic,17,3,0.1,-162.33412909029175
17_3_0.1,explicit,17,3,0.1,-155.37116351883756
17_3_1.5,pragmatic,17,3,1.5,-162.54220687791397
17_3_1.5,explicit,17,3,1.5,-155.57982632917512
17_3_2.0,pragmatic,17,3,2.0,-162.5444170020159
17_3_2.0,explicit,17,3,2.0,-155.6630491128078
17_3_2.5,pragmatic,17,3,2.5,-162.34129727864996
17_3_2.5,explicit,17,3,2.5,-155.73664446766037
17_4_0.5,pragmatic,17,4,0.5,-162.9997176984087
17_4_0.5,explicit,17,4,0.5,-155.42091893748298
17_4_0.1,pragmatic,17,4,0.1,-162.93059717017528
17_4_0.1,explicit,17,4,0.1,-155.37116351883756
17_4_1.5,pragmatic,17,4,1.5,-163.31197421070772
17_4_1.5,explicit,17,4,1.5,-155.57982632917512
17_4_2.0,pragmatic,17,4,2.0,-163.5759024169841
17_4_2.0,explicit,17,4,2.0,-155.6630491128078
17_4_2.5,pragmatic,17,4,2.5,-163.92148412945912
17_4_2.5,explicit,17,4,2.5,-155.73664446766037
17_5_0.5,pragmatic,17,5,0.5,-163.08029400513325
17_5_0.5,explicit,17,5,0.5,-155.42091893748298
17_5_0.1,pragmatic,17,5,0.1,-163.0381429717993
17_5_0.1,explicit,17,5,0.1,-155.37116351883756
17_5_1.5,pragmatic,17,5,1.5,-163.27865275382172
17_5_1.5,explicit,17,5,1.5,-155.57982632917512
17_5_2.0,pragmatic,17,5,2.0,-163.4601891716129
17_5_2.0,explicit,17,5,2.0,-155.6630491128078
17_5_2.5,pragmatic,17,5,2.5,-163.73511438930586
17_5_2.5,explicit,17,5,2.5,-155.73664446766037
17_6_0.5,pragmatic,17,6,0.5,-163.13141324168032
17_6_0.5,explicit,17,6,0.5,-155.42091893748298
17_6_0.1,pragmatic,17,6,0.1,-163.1075156284073
17_6_0.1,explicit,17,6,0.1,-155.37116351883756
17_6_1.5,pragmatic,17,6,1.5,-163.24534373995152
17_6_1.5,explicit,17,6,1.5,-155.57982632917512
17_6_2.0,pragmatic,17,6,2.0,-163.34590389544692
17_6_2.0,explicit,17,6,2.0,-155.6630491128078
17_6_2.5,pragmatic,17,6,2.5,-163.49039515482158
17_6_2.5,explicit,17,6,2.5,-155.73664446766037
17_7_0.5,pragmatic,17,7,0.5,-163.1969223472503
17_7_0.5,explicit,17,7,0.5,-155.42091893748298
17_7_0.1,pragmatic,17,7,0.1,-163.1827242349288
17_7_0.1,explicit,17,7,0.1,-155.37116351883756
17_7_1.5,pragmatic,17,7,1.5,-163.2719495751292
17_7_1.5,explicit,17,7,1.5,-155.57982632917512
17_7_2.0,pragmatic,17,7,2.0,-163.34001305251567
17_7_2.0,explicit,17,7,2.0,-155.6630491128078
17_7_2.5,pragmatic,17,7,2.5,-163.4305112964378
17_7_2.5,explicit,17,7,2.5,-155.73664446766037
18_1_0.5,pragmatic,18,1,0.5,-156.06184865228084
18_1_0.5,explicit,18,1,0.5,-156.12755947132683
18_1_0.1,pragmatic,18,1,0.1,-156.1551005113765
18_1_0.1,explicit,18,1,0.1,-156.0793479485486
18_1_1.5,pragmatic,18,1,1.5,-155.73054427097676
18_1_1.5,explicit,18,1,1.5,-156.28286755976637
18_1_2.0,pragmatic,18,1,2.0,-155.58059435520633
18_1_2.0,explicit,18,1,2.0,-156.36487786528247
18_1_2.5,pragmatic,18,1,2.5,-155.5262940994813
18_1_2.5,explicit,18,1,2.5,-156.43769607706633
18_2_0.5,pragmatic,18,2,0.5,-160.61833634618898
18_2_0.5,explicit,18,2,0.5,-156.12755947132683
18_2_0.1,pragmatic,18,2,0.1,-160.7238325672279
18_2_0.1,explicit,18,2,0.1,-156.0793479485486
18_2_1.5,pragmatic,18,2,1.5,-159.95813863274668
18_2_1.5,explicit,18,2,1.5,-156.28286755976637
18_2_2.0,pragmatic,18,2,2.0,-159.24337987789835
18_2_2.0,explicit,18,2,2.0,-156.36487786528247
18_2_2.5,pragmatic,18,2,2.5,-158.1966117767256
18_2_2.5,explicit,18,2,2.5,-156.43769607706633
18_3_0.5,pragmatic,18,3,0.5,-163.19442241494755
18_3_0.5,explicit,18,3,0.5,-156.12755947132683
18_3_0.1,pragmatic,18,3,0.1,-163.13688727678783
18_3_0.1,explicit,18,3,0.1,-156.0793479485486
18_3_1.5,pragmatic,18,3,1.5,-163.37970731561143
18_3_1.5,explicit,18,3,1.5,-156.28286755976637
18_3_2.0,pragmatic,18,3,2.0,-163.4248333964545
18_3_2.0,explicit,18,3,2.0,-156.36487786528247
18_3_2.5,pragmatic,18,3,2.5,-163.2918016294396
18_3_2.5,explicit,18,3,2.5,-156.43769607706633
18_4_0.5,pragmatic,18,4,0.5,-163.66408769274497
18_4_0.5,explicit,18,4,0.5,-156.12755947132683
18_4_0.1,pragmatic,18,4,0.1,-163.59957730789407
18_4_0.1,explicit,18,4,0.1,-156.0793479485486
18_4_1.5,pragmatic,18,4,1.5,-163.97084451118502
18_4_1.5,explicit,18,4,1.5,-156.28286755976637
18_4_2.0,pragmatic,18,4,2.0,-164.24548368587713
18_4_2.0,explicit,18,4,2.0,-156.36487786528247
18_4_2.5,pragmatic,18,4,2.5,-164.621785623826
18_4_2.5,explicit,18,4,2.5,-156.43769607706633
18_5_0.5,pragmatic,18,5,0.5,-163.67992957593006
18_5_0.5,explicit,18,5,0.5,-156.12755947132683
18_5_0.1,pragmatic,18,5,0.1,-163.64564458510225
18_5_0.1,explicit,18,5,0.1,-156.0793479485486
18_5_1.5,pragmatic,18,5,1.5,-163.85216449564237
18_5_1.5,explicit,18,5,1.5,-156.28286755976637
18_5_2.0,pragmatic,18,5,2.0,-164.02195283901213
18_5_2.0,explicit,18,5,2.0,-156.36487786528247
18_5_2.5,pragmatic,18,5,2.5,-164.29354239133542
18_5_2.5,explicit,18,5,2.5,-156.43769607706633
18_6_0.5,pragmatic,18,6,0.5,-163.7103415129604
18_6_0.5,explicit,18,6,0.5,-156.12755947132683
18_6_0.1,pragmatic,18,6,0.1,-163.6943349961743
18_6_0.1,explicit,18,6,0.1,-156.0793479485486
18_6_1.5,pragmatic,18,6,1.5,-163.79336886688822
18_6_1.5,explicit,18,6,1.5,-156.28286755976637
18_6_2.0,pragmatic,18,6,2.0,-163.87337006939208
18_6_2.0,explicit,18,6,2.0,-156.36487786528247
18_6_2.5,pragmatic,18,6,2.5,-163.99742835235256
18_6_2.5,explicit,18,6,2.5,-156.43769607706633
18_7_0.5,pragmatic,18,7,0.5,-163.77389737205343
18_7_0.5,explicit,18,7,0.5,-156.12755947132683
18_7_0.1,pragmatic,18,7,0.1,-163.76625092020237
18_7_0.1,explicit,18,7,0.1,-156.0793479485486
18_7_1.5,pragmatic,18,7,1.5,-163.82106797336087
18_7_1.5,explicit,18,7,1.5,-156.28286755976637
18_7_2.0,pragmatic,18,7,2.0,-163.8679121332258
18_7_2.0,explicit,18,7,2.0,-156.36487786528247
18_7_2.5,pragmatic,18,7,2.5,-163.93342233432722
18_7_2.5,explicit,18,7,2.5,-156.43769607706633
19_1_0.5,pragmatic,19,1,0.5,-156.9353022328758
19_1_0.5,explicit,19,1,0.5,-156.8501982693837
19_1_0.1,pragmatic,19,1,0.1,-157.0398934548646
19_1_0.1,explicit,19,1,0.1,-156.80324171732974
19_1_1.5,pragmatic,19,1,1.5,-156.55707475106064
19_1_1.5,explicit,19,1,1.5,-157.00235756037873
19_1_2.0,pragmatic,19,1,2.0,-156.3744891898584
19_1_2.0,explicit,19,1,2.0,-157.08313097696623
19_1_2.5,pragmatic,19,1,2.5,-156.28731450785443
19_1_2.5,explicit,19,1,2.5,-157.15502394989926
19_2_0.5,pragmatic,19,2,0.5,-161.48571529846095
19_2_0.5,explicit,19,2,0.5,-156.8501982693837
19_2_0.1,pragmatic,19,2,0.1,-161.58372251175876
19_2_0.1,explicit,19,2,0.1,-156.80324171732974
19_2_1.5,pragmatic,19,2,1.5,-160.86409696851598
19_2_1.5,explicit,19,2,1.5,-157.00235756037873
19_2_2.0,pragmatic,19,2,2.0,-160.1757072083715
19_2_2.0,explicit,19,2,2.0,-157.08313097696623
19_2_2.5,pragmatic,19,2,2.5,-159.14205719617559
19_2_2.5,explicit,19,2,2.5,-157.15502394989926
19_3_0.5,pragmatic,19,3,0.5,-163.8702866661592
19_3_0.5,explicit,19,3,0.5,-156.8501982693837
19_3_0.1,pragmatic,19,3,0.1,-163.8096162306197
19_3_0.1,explicit,19,3,0.1,-156.80324171732974
19_3_1.5,pragmatic,19,3,1.5,-164.08621725244353
19_3_1.5,explicit,19,3,1.5,-157.00235756037873
19_3_2.0,pragmatic,19,3,2.0,-164.17135895244678
19_3_2.0,explicit,19,3,2.0,-157.08313097696623
19_3_2.5,pragmatic,19,3,2.5,-164.10402768807984
19_3_2.5,explicit,19,3,2.5,-157.15502394989926
19_4_0.5,pragmatic,19,4,0.5,-164.211904800863
19_4_0.5,explicit,19,4,0.5,-156.8501982693837
19_4_0.1,pragmatic,19,4,0.1,-164.15093002609325
19_4_0.1,explicit,19,4,0.1,-156.80324171732974
19_4_1.5,pragmatic,19,4,1.5,-164.51626952452662
19_4_1.5,explicit,19,4,1.5,-157.00235756037873
19_4_2.0,pragmatic,19,4,2.0,-164.80220263246898
19_4_2.0,explicit,19,4,2.0,-157.08313097696623
19_4_2.5,pragmatic,19,4,2.5,-165.20734144465092
19_4_2.5,explicit,19,4,2.5,-157.15502394989926
19_5_0.5,pragmatic,19,5,0.5,-164.1683296024223
19_5_0.5,explicit,19,5,0.5,-156.8501982693837
19_5_0.1,pragmatic,19,5,0.1,-164.14070280922422
19_5_0.1,explicit,19,5,0.1,-156.80324171732974
19_5_1.5,pragmatic,19,5,1.5,-164.31914396002156
19_5_1.5,explicit,19,5,1.5,-157.00235756037873
19_5_2.0,pragmatic,19,5,2.0,-164.48021932195033
19_5_2.0,explicit,19,5,2.0,-157.08313097696623
19_5_2.5,pragmatic,19,5,2.5,-164.7511913638699
19_5_2.5,explicit,19,5,2.5,-157.15502394989926
19_6_0.5,pragmatic,19,6,0.5,-164.17976823846905
19_6_0.5,explicit,19,6,0.5,-156.8501982693837
19_6_0.1,pragmatic,19,6,0.1,-164.1706726826466
19_6_0.1,explicit,19,6,0.1,-156.80324171732974
19_6_1.5,pragmatic,19,6,1.5,-164.2361383508982
19_6_1.5,explicit,19,6,1.5,-157.00235756037873
19_6_2.0,pragmatic,19,6,2.0,-164.29890483125
19_6_2.0,explicit,19,6,2.0,-157.08313097696623
19_6_2.5,pragmatic,19,6,2.5,-164.40648901835476
19_6_2.5,explicit,19,6,2.5,-157.15502394989926
19_7_0.5,pragmatic,19,7,0.5,-164.24206351474066
19_7_0.5,explicit,19,7,0.5,-156.8501982693837
19_7_0.1,pragmatic,19,7,0.1,-164.2402943044175
19_7_0.1,explicit,19,7,0.1,-156.80324171732974
19_7_1.5,pragmatic,19,7,1.5,-164.26454581152242
19_7_1.5,explicit,19,7,1.5,-157.00235756037873
19_7_2.0,pragmatic,19,7,2.0,-164.2929914713305
19_7_2.0,explicit,19,7,2.0,-157.08313097696623
19_7_2.5,pragmatic,19,7,2.5,-164.33734936616978
19_7_2.5,explicit,19,7,2.5,-157.15502394989926
