configuration,questionerType,alpha_q,alpha_a,beta,likelihood
16_3_0.5,pragmatic,16,3,0.5,-175.31359390386186
16_3_0.5,explicit,16,3,0.5,-151.0504076467525
16_3_0.1,pragmatic,16,3,0.1,-175.28803706097906
16_3_0.1,explicit,16,3,0.1,-151.0148512687165
16_3_1.5,pragmatic,16,3,1.5,-175.20145539011386
16_3_1.5,explicit,16,3,1.5,-151.16322151250742
16_3_2.0,pragmatic,16,3,2.0,-174.81249095294893
16_3_2.0,explicit,16,3,2.0,-151.2221023090102
16_3_2.5,pragmatic,16,3,2.5,-173.8591255017238
16_3_2.5,explicit,16,3,2.5,-151.2742147190221
16_4_0.5,pragmatic,16,4,0.5,-177.5155275480991
16_4_0.5,explicit,16,4,0.5,-151.0504076467525
16_4_0.1,pragmatic,16,4,0.1,-177.39155717023453
16_4_0.1,explicit,16,4,0.1,-151.0148512687165
16_4_1.5,pragmatic,16,4,1.5,-178.0338978575408
16_4_1.5,explicit,16,4,1.5,-151.16322151250742
16_4_2.0,pragmatic,16,4,2.0,-178.40725852577603
16_4_2.0,explicit,16,4,2.0,-151.2221023090102
16_4_2.5,pragmatic,16,4,2.5,-178.79227395403782
16_4_2.5,explicit,16,4,2.5,-151.2742147190221
16_5_0.5,pragmatic,16,5,0.5,-177.9668723449497
16_5_0.5,explicit,16,5,0.5,-151.0504076467525
16_5_0.1,pragmatic,16,5,0.1,-177.86947778249495
16_5_0.1,explicit,16,5,0.1,-151.0148512687165
16_5_1.5,pragmatic,16,5,1.5,-178.4179927842296
16_5_1.5,explicit,16,5,1.5,-151.16322151250742
16_5_2.0,pragmatic,16,5,2.0,-178.80869139306466
16_5_2.0,explicit,16,5,2.0,-151.2221023090102
16_5_2.5,pragmatic,16,5,2.5,-179.34705137763478
16_5_2.5,explicit,16,5,2.5,-151.2742147190221
16_6_0.5,pragmatic,16,6,0.5,-178.03887899703332
16_6_0.5,explicit,16,6,0.5,-151.0504076467525
16_6_0.1,pragmatic,16,6,0.1,-177.97978486158237
16_6_0.1,explicit,16,6,0.1,-151.0148512687165
16_6_1.5,pragmatic,16,6,1.5,-178.3269301818272
16_6_1.5,explicit,16,6,1.5,-151.16322151250742
16_6_2.0,pragmatic,16,6,2.0,-178.58998289050848
16_6_2.0,explicit,16,6,2.0,-151.2221023090102
16_6_2.5,pragmatic,16,6,2.5,-178.9713017614939
16_6_2.5,explicit,16,6,2.5,-151.2742147190221
16_7_0.5,pragmatic,16,7,0.5,-178.0645567870899
16_7_0.5,explicit,16,7,0.5,-151.0504076467525
16_7_0.1,pragmatic,16,7,0.1,-178.03355869217935
16_7_0.1,explicit,16,7,0.1,-151.0148512687165
16_7_1.5,pragmatic,16,7,1.5,-178.2302527352912
16_7_1.5,explicit,16,7,1.5,-151.16322151250742
16_7_2.0,pragmatic,16,7,2.0,-178.39159841539663
16_7_2.0,explicit,16,7,2.0,-151.2221023090102
16_7_2.5,pragmatic,16,7,2.5,-178.63054941956403
16_7_2.5,explicit,16,7,2.5,-151.2742147190221
17_1_0.5,pragmatic,17,1,0.5,-157.55869357958676
17_1_0.5,explicit,17,1,0.5,-151.81262252054566
17_1_0.1,pragmatic,17,1,0.1,-157.98705588371166
17_1_0.1,explicit,17,1,0.1,-151.7766365650831
17_1_1.5,pragmatic,17,1,1.5,-155.93099042277382
17_1_1.5,explicit,17,1,1.5,-151.928686229452
17_1_2.0,pragmatic,17,1,2.0,-154.93056639561814
17_1_2.0,explicit,17,1,2.0,-151.9902698136378
17_1_2.5,pragmatic,17,1,2.5,-153.9975757168953
17_1_2.5,explicit,17,1,2.5,-152.04524560242052
17_2_0.5,pragmatic,17,2,0.5,-170.18846343348366
17_2_0.5,explicit,17,2,0.5,-151.81262252054566
17_2_0.1,pragmatic,17,2,0.1,-170.55662563626407
17_2_0.1,explicit,17,2,0.1,-151.7766365650831
17_2_1.5,pragmatic,17,2,1.5,-168.21083268820453
17_2_1.5,explicit,17,2,1.5,-151.928686229452
17_2_2.0,pragmatic,17,2,2.0,-166.2996517393488
17_2_2.0,explicit,17,2,2.0,-151.9902698136378
17_2_2.5,pragmatic,17,2,2.5,-163.64716606950734
17_2_2.5,explicit,17,2,2.5,-152.04524560242052
17_3_0.5,pragmatic,17,3,0.5,-177.35903550668624
17_3_0.5,explicit,17,3,0.5,-151.81262252054566
17_3_0.1,pragmatic,17,3,0.1,-177.31766583086122
17_3_0.1,explicit,17,3,0.1,-151.7766365650831
17_3_1.5,pragmatic,17,3,1.5,-177.33776125702576
17_3_1.5,explicit,17,3,1.5,-151.928686229452
17_3_2.0,pragmatic,17,3,2.0,-177.0394800209887
17_3_2.0,explicit,17,3,2.0,-151.9902698136378
17_3_2.5,pragmatic,17,3,2.5,-176.21037719934685
17_3_2.5,explicit,17,3,2.5,-152.04524560242052
17_4_0.5,pragmatic,17,4,0.5,-179.23707051139345
17_4_0.5,explicit,17,4,0.5,-151.81262252054566
17_4_0.1,pragmatic,17,4,0.1,-179.11213217820062
17_4_0.1,explicit,17,4,0.1,-151.7766365650831
17_4_1.5,pragmatic,17,4,1.5,-179.77929348415572
17_4_1.5,explicit,17,4,1.5,-151.928686229452
17_4_2.0,pragmatic,17,4,2.0,-180.1931791837429
17_4_2.0,explicit,17,4,2.0,-151.9902698136378
17_4_2.5,pragmatic,17,4,2.5,-180.65596825898157
17_4_2.5,explicit,17,4,2.5,-152.04524560242052
17_5_0.5,pragmatic,17,5,0.5,-179.51093291758247
17_5_0.5,explicit,17,5,0.5,-151.81262252054566
17_5_0.1,pragmatic,17,5,0.1,-179.42021632529807
17_5_0.1,explicit,17,5,0.1,-151.7766365650831
17_5_1.5,pragmatic,17,5,1.5,-179.94442451513243
17_5_1.5,explicit,17,5,1.5,-151.928686229452
17_5_2.0,pragmatic,17,5,2.0,-180.33415936708818
17_5_2.0,explicit,17,5,2.0,-151.9902698136378
17_5_2.5,pragmatic,17,5,2.5,-180.88816204618396
17_5_2.5,explicit,17,5,2.5,-152.04524560242052
17_6_0.5,pragmatic,17,6,0.5,-179.49880126123747
17_6_0.5,explicit,17,6,0.5,-151.81262252054566
17_6_0.1,pragmatic,17,6,0.1,-179.44838743906385
17_6_0.1,explicit,17,6,0.1,-151.7766365650831
17_6_1.5,pragmatic,17,6,1.5,-179.75486319162542
17_6_1.5,explicit,17,6,1.5,-151.928686229452
17_6_2.0,pragmatic,17,6,2.0,-179.99929880920448
17_6_2.0,explicit,17,6,2.0,-151.9902698136378
17_6_2.5,pragmatic,17,6,2.5,-180.36623908739784
17_6_2.5,explicit,17,6,2.5,-152.04524560242052
17_7_0.5,pragmatic,17,7,0.5,-179.4870110734778
17_7_0.5,explicit,17,7,0.5,-151.81262252054566
17_7_0.1,pragmatic,17,7,0.1,-179.4641940537695
17_7_0.1,explicit,17,7,0.1,-151.7766365650831
17_7_1.5,pragmatic,17,7,1.5,-179.61946544984596
17_7_1.5,explicit,17,7,1.5,-151.928686229452
17_7_2.0,pragmatic,17,7,2.0,-179.7572736649157
17_7_2.0,explicit,17,7,2.0,-151.9902698136378
17_7_2.5,pragmatic,17,7,2.5,-179.97078083340506
17_7_2.5,explicit,17,7,2.5,-152.04524560242052
18_1_0.5,pragmatic,18,1,0.5,-159.10988941899853
18_1_0.5,explicit,18,1,0.5,-152.61648456375366
18_1_0.1,pragmatic,18,1,0.1,-159.57716996943432
18_1_0.1,explicit,18,1,0.1,-152.57963191532255
18_1_1.5,pragmatic,18,1,1.5,-157.31953053237262
18_1_1.5,explicit,18,1,1.5,-152.73665311424512
18_1_2.0,pragmatic,18,1,2.0,-156.20495035511823
18_1_2.0,explicit,18,1,2.0,-152.80106742071612
18_1_2.5,pragmatic,18,1,2.5,-155.15222894724425
18_1_2.5,explicit,18,1,2.5,-152.8588511194546
18_2_0.5,pragmatic,18,2,0.5,-172.2812573644857
18_2_0.5,explicit,18,2,0.5,-152.61648456375366
18_2_0.1,pragmatic,18,2,0.1,-172.63752867878688
18_2_0.1,explicit,18,2,0.1,-152.57963191532255
18_2_1.5,pragmatic,18,2,1.5,-170.33404690076748
18_2_1.5,explicit,18,2,1.5,-152.73665311424512
18_2_2.0,pragmatic,18,2,2.0,-168.40847328735651
18_2_2.0,explicit,18,2,2.0,-152.80106742071612
18_2_2.5,pragmatic,18,2,2.5,-165.67658039328256
18_2_2.5,explicit,18,2,2.5,-152.8588511194546
18_3_0.5,pragmatic,18,3,0.5,-179.11753062552003
18_3_0.5,explicit,18,3,0.5,-152.61648456375366
18_3_0.1,pragmatic,18,3,0.1,-179.06060599833015
18_3_0.1,explicit,18,3,0.1,-152.57963191532255
18_3_1.5,pragmatic,18,3,1.5,-179.18671688216682
18_3_1.5,explicit,18,3,1.5,-152.73665311424512
18_3_2.0,pragmatic,18,3,2.0,-178.98120061435105
18_3_2.0,explicit,18,3,2.0,-152.80106742071612
18_3_2.5,pragmatic,18,3,2.5,-178.2856118527589
18_3_2.5,explicit,18,3,2.5,-152.8588511194546
18_4_0.5,pragmatic,18,4,0.5,-180.67871350789534
18_4_0.5,explicit,18,4,0.5,-152.61648456375366
18_4_0.1,pragmatic,18,4,0.1,-180.55291420104157
18_4_0.1,explicit,18,4,0.1,-152.57963191532255
18_4_1.5,pragmatic,18,4,1.5,-181.2425685116322
18_4_1.5,explicit,18,4,1.5,-152.73665311424512
18_4_2.0,pragmatic,18,4,2.0,-181.69306516214505
18_4_2.0,explicit,18,4,2.0,-152.80106742071612
18_4_2.5,pragmatic,18,4,2.5,-182.22595258495838
18_4_2.5,explicit,18,4,2.5,-152.8588511194546
18_5_0.5,pragmatic,18,5,0.5,-180.79044125175076
18_5_0.5,explicit,18,5,0.5,-152.61648456375366
18_5_0.1,pragmatic,18,5,0.1,-180.70573006515227
18_5_0.1,explicit,18,5,0.1,-152.57963191532255
18_5_1.5,pragmatic,18,5,1.5,-181.20828769082866
18_5_1.5,explicit,18,5,1.5,-152.73665311424512
18_5_2.0,pragmatic,18,5,2.0,-181.59733613417802
18_5_2.0,explicit,18,5,2.0,-152.80106742071612
18_5_2.5,pragmatic,18,5,2.5,-182.16524219172985
18_5_2.5,explicit,18,5,2.5,-152.8588511194546
18_6_0.5,pragmatic,18,6,0.5,-180.70402908843525
18_6_0.5,explicit,18,6,0.5,-152.61648456375366
18_6_0.1,pragmatic,18,6,0.1,-180.66141274726604
18_6_0.1,explicit,18,6,0.1,-152.57963191532255
18_6_1.5,pragmatic,18,6,1.5,-180.93162318700828
18_6_1.5,explicit,18,6,1.5,-152.73665311424512
18_6_2.0,pragmatic,18,6,2.0,-181.15978163114687
18_6_2.0,explicit,18,6,2.0,-152.80106742071612
18_6_2.5,pragmatic,18,6,2.5,-181.51441837437847
18_6_2.5,explicit,18,6,2.5,-152.8588511194546
18_7_0.5,pragmatic,18,7,0.5,-180.660570477393
18_7_0.5,explicit,18,7,0.5,-152.61648456375366
18_7_0.1,pragmatic,18,7,0.1,-180.64513172114565
18_7_0.1,explicit,18,7,0.1,-152.57963191532255
18_7_1.5,pragmatic,18,7,1.5,-180.76324918531427
18_7_1.5,explicit,18,7,1.5,-152.73665311424512
18_7_2.0,pragmatic,18,7,2.0,-180.88028351324493
18_7_2.0,explicit,18,7,2.0,-152.80106742071612
18_7_2.5,pragmatic,18,7,2.5,-181.0717229895192
18_7_2.5,explicit,18,7,2.5,-152.8588511194546
19_1_0.5,pragmatic,19,1,0.5,-160.6300639931866
19_1_0.5,explicit,19,1,0.5,-153.4530004983033
19_1_0.1,pragmatic,19,1,0.1,-161.13067063023286
19_1_0.1,explicit,19,1,0.1,-153.41513888614912
19_1_1.5,pragmatic,19,1,1.5,-158.69697782834265
19_1_1.5,explicit,19,1,1.5,-153.57730721165316
19_1_2.0,pragmatic,19,1,2.0,-157.47943405911388
19_1_2.0,explicit,19,1,2.0,-153.644335264521
19_1_2.5,pragmatic,19,1,2.5,-156.31675230507878
19_1_2.5,explicit,19,1,2.5,-153.70461877048402
19_2_0.5,pragmatic,19,2,0.5,-174.17405571155493
19_2_0.5,explicit,19,2,0.5,-153.4530004983033
19_2_0.1,pragmatic,19,2,0.1,-174.51314556008165
19_2_0.1,explicit,19,2,0.1,-153.41513888614912
19_2_1.5,pragmatic,19,2,1.5,-172.28650843658346
19_2_1.5,explicit,19,2,1.5,-153.57730721165316
19_2_2.0,pragmatic,19,2,2.0,-170.37569566087183
19_2_2.0,explicit,19,2,2.0,-153.644335264521
19_2_2.5,pragmatic,19,2,2.5,-167.60464671321
19_2_2.5,explicit,19,2,2.5,-153.70461877048402
19_3_0.5,pragmatic,19,3,0.5,-180.62406022566816
19_3_0.5,explicit,19,3,0.5,-153.4530004983033
19_3_0.1,pragmatic,19,3,0.1,-180.55231194632032
19_3_0.1,explicit,19,3,0.1,-153.41513888614912
19_3_1.5,pragmatic,19,3,1.5,-180.7796982845586
19_3_1.5,explicit,19,3,1.5,-153.57730721165316
19_3_2.0,pragmatic,19,3,2.0,-180.66428316934253
19_3_2.0,explicit,19,3,2.0,-153.644335264521
19_3_2.5,pragmatic,19,3,2.5,-180.1029636925248
19_3_2.5,explicit,19,3,2.5,-153.70461877048402
19_4_0.5,pragmatic,19,4,0.5,-181.88941965950943
19_4_0.5,explicit,19,4,0.5,-153.4530004983033
19_4_0.1,pragmatic,19,4,0.1,-181.76264157796354
19_4_0.1,explicit,19,4,0.1,-153.41513888614912
19_4_1.5,pragmatic,19,4,1.5,-182.4732606120604
19_4_1.5,explicit,19,4,1.5,-153.57730721165316
19_4_2.0,pragmatic,19,4,2.0,-182.95647304969486
19_4_2.0,explicit,19,4,2.0,-153.644335264521
19_4_2.5,pragmatic,19,4,2.5,-183.55118417403654
19_4_2.5,explicit,19,4,2.5,-153.70461877048402
19_5_0.5,pragmatic,19,5,0.5,-181.85648238590719
19_5_0.5,explicit,19,5,0.5,-153.4530004983033
19_5_0.1,pragmatic,19,5,0.1,-181.77688184435812
19_5_0.1,explicit,19,5,0.1,-153.41513888614912
19_5_1.5,pragmatic,19,5,1.5,-182.26145936956635
19_5_1.5,explicit,19,5,1.5,-153.57730721165316
19_5_2.0,pragmatic,19,5,2.0,-182.6505548987337
19_5_2.0,explicit,19,5,2.0,-153.644335264521
19_5_2.5,pragmatic,19,5,2.5,-183.23108386854295
19_5_2.5,explicit,19,5,2.5,-153.70461877048402
19_6_0.5,pragmatic,19,6,0.5,-181.70504721258015
19_6_0.5,explicit,19,6,0.5,-153.4530004983033
19_6_0.1,pragmatic,19,6,0.1,-181.66918182887005
19_6_0.1,explicit,19,6,0.1,-153.41513888614912
19_6_1.5,pragmatic,19,6,1.5,-181.90833527490568
19_6_1.5,explicit,19,6,1.5,-153.57730721165316
19_6_2.0,pragmatic,19,6,2.0,-182.12292496390853
19_6_2.0,explicit,19,6,2.0,-153.644335264521
19_6_2.5,pragmatic,19,6,2.5,-182.46763060292628
19_6_2.5,explicit,19,6,2.5,-153.70461877048402
19_7_0.5,pragmatic,19,7,0.5,-181.63454645347707
19_7_0.5,explicit,19,7,0.5,-153.4530004983033
19_7_0.1,pragmatic,19,7,0.1,-181.62556695236594
19_7_0.1,explicit,19,7,0.1,-153.41513888614912
19_7_1.5,pragmatic,19,7,1.5,-181.7114731440081
19_7_1.5,explicit,19,7,1.5,-153.57730721165316
19_7_2.0,pragmatic,19,7,2.0,-181.8108751569924
19_7_2.0,explicit,19,7,2.0,-153.644335264521
19_7_2.5,pragmatic,19,7,2.5,-181.9839168513472
19_7_2.5,explicit,19,7,2.5,-153.70461877048402
